Name,URL,TH_Description,EN_Description,metadata,Type,id
VINTAGE STUDIO Brown and Cream Striped Knit Shirt,https://drive.google.com/uc?export=download&id=1QfJz8K3waGXGPIrHOsui5dcmIgAnFzLe,"เสื้อเชิ้ตถักลายทางสีน้ำตาล-ครีม จากแบรนด์ VINTAGE STUDIO

เสื้อเชิ้ตถักแขนสั้นสำหรับผู้ชาย ผลิตจากผ้าฝ้ายผสมคุณภาพดี เนื้อผ้านุ่ม ใส่สบาย ระบายอากาศได้ดี โดดเด่นด้วยดีไซน์ลายทางสีน้ำตาลเข้มสลับครีม ให้ลุควินเทจและสุภาพ เหมาะสำหรับใส่ทำงานหรือวันสบายๆ

วัสดุ: ผ้าฝ้ายผสม (Cotton Blend)

สี: น้ำตาลเข้มลายครีม

ทรง: พอดีตัว (Regular Fit)

ปกเสื้อ: ปกเปิด

กระเป๋า: ไม่มี

จุดเด่น: ลายทางวินเทจ ดูอบอุ่น

เหมาะสำหรับ: ใส่ทำงาน ออกงานลำลอง หรือวันหยุด

คำแนะนำในการดูแล: ซักมือหรือซักเครื่องโหมดถนอมผ้า, หลีกเลี่ยงการอบแห้งด้วยความร้อน, รีดด้วยไฟอ่อนด้านใน","VINTAGE STUDIO Brown and Cream Striped Knit Shirt

This men's short-sleeve knit shirt from VINTAGE STUDIO is made from a soft and breathable cotton blend. The vintage-inspired brown and cream striped design gives a classic and warm look, making it ideal for both work and casual occasions.

Material: Cotton blend

Color: Dark brown with cream stripes

Fit: Regular

Collar: Open collar

Pocket: None

Highlight: Warm, vintage stripe pattern

Ideal for: Work, casual outings, weekend wear

Care instructions: Hand wash or gentle machine wash, avoid tumble drying, iron on low heat inside out

","{
  ""product_name"": ""VINTAGE STUDIO Brown and Cream Striped Knit Shirt"",
  ""brand"": ""VINTAGE STUDIO"",
  ""category"": ""Men's Clothing"",
  ""type"": ""Shirt"",
  ""shirt_type"": ""Short-Sleeve Knit Shirt"",
  ""style"": ""Vintage / Casual"",
  ""color"": ""Dark brown with cream stripes"",
  ""material"": ""Cotton blend"",
  ""features"": {
    ""fit"": ""Regular"",
    ""collar"": ""Open collar"",
    ""pocket"": ""None"",
    ""print"": ""Striped"",
    ""lightweight"": true,
    ""breathable"": true
  },
  ""ideal_for"": [
    ""Work"",
    ""Casual outings"",
    ""Weekend wear""
  ],
  ""care_instructions"": [
    ""Hand wash or gentle machine wash"",
    ""Avoid tumble drying"",
    ""Iron on low heat inside out""
  ],
  ""description"": ""This men's short-sleeve knit shirt from VINTAGE STUDIO is made from a soft and breathable cotton blend. The vintage-inspired brown and cream striped design gives a classic and warm look, making it ideal for both work and casual occasions.""
}",Shirt,22
MINIMALIST STYLE Dark Blue T-Shirt,https://drive.google.com/uc?export=download&id=1Mt3RM6Fi1BxKhdF71v0XD87rn0w-4Zzq,"เสื้อยืดสีฟ้าเข้มจากแบรนด์ MINIMALIST STYLE

เสื้อยืดแขนสั้นทรงพอดีตัว ดีไซน์เรียบง่ายในโทนสีฟ้าเข้ม ให้ลุคที่ดูสบายและทันสมัย เหมาะสำหรับการใส่ในวันพักผ่อนหรือวันทำงานที่ต้องการความสบาย

วัสดุ: ผ้าฝ้ายผสม – เนื้อผ้านุ่ม ระบายอากาศดี

สี: ฟ้าเข้ม

ทรง: Regular fit

ปกเสื้อ: ปกกลม

กระเป๋า: ไม่มี

ลายพิมพ์: ไม่มี

จุดเด่น: ดีไซน์เรียบง่ายและสีที่ดูสุภาพ

เหมาะสำหรับ: ใส่ทำงาน, วันพักผ่อน, หรือใส่สบายๆ ทุกวัน

คำแนะนำในการดูแล: ซักเครื่องโหมดถนอมผ้า / หลีกเลี่ยงการอบร้อน / รีดด้วยไฟอ่อนด้านใน","MINIMALIST STYLE Dark Blue T-Shirt

This regular-fit short-sleeve t-shirt from MINIMALIST STYLE features a simple design in a deep blue shade, offering a comfortable and modern look. Perfect for casual days or workdays when comfort is key.

Material: Cotton blend – soft and breathable

Color: Dark blue

Fit: Regular fit

Collar: Crew neck

Pocket: None

Print: None

Highlight: Simple design with a sophisticated color

Ideal for: Work, casual days, or everyday comfort

Care Instructions: Machine wash on gentle cycle / Avoid tumble drying / Iron on low heat inside out","{""product_name"": ""MINIMALIST STYLE Dark Blue T-Shirt"", ""brand"": ""MINIMALIST STYLE"", ""category"": ""Men's Clothing"", ""type"": ""Shirt"", ""shirt_type"": ""Short-Sleeve Shirt"", ""style"": ""Casual"", ""color"": ""Dark blue"", ""material"": ""Cotton blend"", ""features"": {""fit"": ""Regular"", ""collar"": ""Crew neck"", ""pocket"": ""None"", ""print"": ""None"", ""lightweight"": true, ""breathable"": true}, ""ideal_for"": [""Work"", ""Casual days"", ""Everyday comfort""], ""care_instructions"": [""Machine wash on gentle cycle"", ""Avoid tumble drying"", ""Iron on low heat inside out""], ""description"": ""This regular-fit short-sleeve t-shirt from MINIMALIST STYLE features a simple design in a deep blue shade, offering a comfortable and modern look.""}",Shirt,23
KINS STUDIO Chocolate Brown Crew Neck T-Shirt,https://drive.google.com/uc?export=download&id=1EGNrLaNL5SHWvjelY23rDZnzyD25OeHT,"เสื้อยืดคอกลมสีช็อกโกแลต จากแบรนด์ KINS STUDIO

เสื้อยืดแขนสั้นทรงพอดีตัว ดีไซน์เรียบง่ายในโทนสีช็อกโกแลตเข้ม ให้ความรู้สึกอบอุ่นและคลาสสิค เหมาะสำหรับการสวมใส่ในวันสบายๆ หรือแมทช์กับเสื้อผ้าอื่นๆ ได้หลากหลาย

วัสดุ: คอตตอนผสม – เนื้อผ้านุ่มสบาย ระบายอากาศได้ดี

สี: ช็อกโกแลต

ทรง: Regular fit

ปกเสื้อ: คอกลม

กระเป๋า: ไม่มี

จุดเด่น: สีช็อกโกแลตคลาสสิค

เหมาะสำหรับ: ใส่สบายๆ ในวันหยุด, เดินเล่น, หรือใส่ได้ทุกวัน

คำแนะนำในการดูแล: ซักเครื่องโหมดถนอมผ้า / หลีกเลี่ยงการใช้น้ำยาฟอกขาว / รีดด้วยไฟอ่อน","KINS STUDIO Chocolate Brown Crew Neck T-Shirt

This short-sleeve T-shirt from KINS STUDIO features a simple and classic design in a rich chocolate brown tone. Perfect for casual days or pairing with various outfits, it offers a warm and timeless look.

Material: Cotton blend – soft, comfortable, and breathable

Color: Chocolate brown

Fit: Regular fit

Collar: Crew neck

Pocket: None

Highlight: Classic chocolate brown color

Ideal for: Casual wear, leisure days, or everyday use

Care Instructions: Machine wash on gentle cycle / Avoid bleach / Iron on low heat","{""product_name"": ""KINS STUDIO Chocolate Brown Crew Neck T-Shirt"", ""brand"": ""KINS STUDIO"", ""category"": ""Men's Clothing"", ""type"": ""Shirt"", ""shirt_type"": ""Short-Sleeve Shirt"", ""style"": ""Casual"", ""color"": ""Chocolate brown"", ""material"": ""Cotton blend"", ""features"": {""fit"": ""Regular"", ""collar"": ""Crew neck"", ""pocket"": ""None"", ""print"": ""Solid"", ""lightweight"": true, ""breathable"": true}, ""ideal_for"": [""Casual wear"", ""Leisure days"", ""Everyday use""], ""care_instructions"": [""Machine wash on gentle cycle"", ""Avoid bleach"", ""Iron on low heat""], ""description"": ""This short-sleeve T-shirt from KINS STUDIO features a simple and classic design in a rich chocolate brown tone. Perfect for casual days or pairing with various outfits, it offers a warm and timeless look.""}",Shirt,24
IN STUDIO Beige T-Shirt,https://drive.google.com/uc?export=download&id=1bYCgmzqqOF_RDf3U6rX4WwSDqVEQssTy,"เสื้อยืดสีเบจจากแบรนด์ IN STUDIO

เสื้อยืดแขนสั้นทรงพอดีตัว ดีไซน์เรียบง่ายในโทนสีเบจอ่อน ให้ความรู้สึกอบอุ่นและสบาย เหมาะสำหรับการแต่งตัวในวันสบายๆ หรือเป็นเสื้อตัวในสำหรับลุคที่เป็นทางการ

วัสดุ: ผ้าฝ้าย – นุ่มสบาย ระบายอากาศดี

สี: เบจ

ทรง: พอดีตัว

ปกเสื้อ: ปกกลม

กระเป๋า: ไม่มี

ลายพิมพ์: ไม่มี (สีพื้น)

จุดเด่น: ดีไซน์เรียบง่ายและสีเบจที่เข้ากับทุกลุค

เหมาะสำหรับ: ใส่ในวันสบายๆ, ใส่ทำงาน, หรือใส่เป็นเสื้อตัวใน

คำแนะนำในการดูแล: ซักเครื่องโหมดถนอมผ้า / หลีกเลี่ยงการอบร้อน / รีดด้วยไฟอ่อนด้านใน","IN STUDIO Beige T-Shirt

This short-sleeve t-shirt from IN STUDIO features a simple and classic design in a soft beige tone. Perfect for casual days or as a layering piece for a more formal look, it offers warmth and comfort.

Material: Cotton – soft and breathable

Color: Beige

Fit: Regular fit

Collar: Crew neck

Pocket: None

Print: None (solid color)

Highlight: Simple design with versatile beige color

Ideal for: Casual wear, work, or as an undershirt

Care Instructions: Machine wash on gentle cycle / Avoid tumble drying / Iron on low heat inside out","{""product_name"": ""IN STUDIO Beige T-Shirt"", ""brand"": ""IN STUDIO"", ""category"": ""Men's Clothing"", ""type"": ""Shirt"", ""shirt_type"": ""Short-Sleeve Shirt"", ""style"": ""Casual"", ""color"": ""Beige"", ""material"": ""Cotton"", ""features"": {""fit"": ""Regular"", ""collar"": ""Crew neck"", ""pocket"": ""None"", ""print"": ""Solid"", ""lightweight"": true, ""breathable"": true}, ""ideal_for"": [""Casual wear"", ""Work"", ""Layering""], ""care_instructions"": [""Machine wash on gentle cycle"", ""Avoid tumble drying"", ""Iron on low heat inside out""], ""description"": ""This short-sleeve t-shirt from IN STUDIO features a simple and classic design in a soft beige tone, perfect for casual days or as a layering piece.""}",Shirt,25
KINS STUDIO Beige Mandarin Collar Shirt,https://drive.google.com/uc?export=download&id=1gjcFVpQWwkyDo3feRJ7kD75Vv79YCuOa,"เสื้อเชิ้ตคอจีนสีเบจ จากแบรนด์ KINS STUDIO

เสื้อเชิ้ตแขนยาวทรงพอดีตัว ดีไซน์เรียบหรูในโทนสีเบจอ่อน ให้ลุคที่ดูสุภาพและทันสมัย เหมาะสำหรับการสวมใส่ในโอกาสที่ต้องการความเป็นทางการหรือกึ่งทางการ

วัสดุ: คอตตอนผสม – เนื้อผ้านุ่มสบาย ระบายอากาศได้ดี

สี: เบจ

ทรง: Regular fit

ปกเสื้อ: คอจีน

กระเป๋า: ไม่มี

ลายพิมพ์: ไม่มี

จุดเด่น: ดีไซน์เรียบหรูและทันสมัย

เหมาะสำหรับ: งานเลี้ยง, การประชุม, ใส่ทำงาน

คำแนะนำในการดูแล: ซักมือหรือซักเครื่องโหมดถนอมผ้า / หลีกเลี่ยงการอบร้อน / รีดด้วยไฟอ่อน","KINS STUDIO Beige Mandarin Collar Shirt

This long-sleeve shirt from KINS STUDIO features a sleek and elegant design in a soft beige tone. Perfect for formal or semi-formal occasions, it provides a sophisticated and modern look.

Material: Cotton blend – soft and breathable

Color: Beige

Fit: Regular fit

Collar: Mandarin collar

Pocket: None

Print: None

Highlight: Sleek and modern design

Ideal for: Parties, meetings, office wear

Care Instructions: Hand wash or gentle machine wash / Avoid tumble drying / Iron on low heat","{""product_name"": ""KINS STUDIO Beige Mandarin Collar Shirt"", ""brand"": ""KINS STUDIO"", ""category"": ""Men's Clothing"", ""type"": ""Shirt"", ""shirt_type"": ""Long-Sleeve Shirt"", ""style"": ""Formal / Semi-Formal"", ""color"": ""Beige"", ""material"": ""Cotton blend"", ""features"": {""fit"": ""Regular"", ""collar"": ""Mandarin collar"", ""pocket"": ""None"", ""print"": ""None"", ""lightweight"": true, ""breathable"": true}, ""ideal_for"": [""Parties"", ""Meetings"", ""Office wear""], ""care_instructions"": [""Hand wash or gentle machine wash"", ""Avoid tumble drying"", ""Iron on low heat""], ""description"": ""This long-sleeve shirt from KINS STUDIO features a sleek and elegant design in a soft beige tone. Perfect for formal or semi-formal occasions.""}",Shirt,26
KINS STUDIO Long-Sleeve Mandarin Collar Shirt – Deep Red,https://drive.google.com/uc?export=download&id=1VebRiPOGvd0aFBOLUjih6gpJ1TdIaos9,"เสื้อเชิ้ตแขนยาวสีแดงเข้ม จากแบรนด์ KINS STUDIO

เสื้อเชิ้ตแขนยาวทรงพอดีตัว ดีไซน์เรียบหรูในโทนสีแดงเข้ม เพิ่มความโดดเด่นด้วยปกเสื้อแบบจีนที่ให้ลุคทันสมัยและมีสไตล์ เหมาะสำหรับการสวมใส่ในโอกาสที่ต้องการความเป็นทางการหรือกึ่งทางการ

วัสดุ: ผ้าฝ้ายผสม – เนื้อผ้านุ่ม สวมใส่สบาย

สี: แดงเข้ม

ทรง: Regular fit

ปกเสื้อ: ปกจีน

กระเป๋า: ไม่มี

ลายพิมพ์: ไม่มี

จุดเด่น: ปกเสื้อแบบจีนที่มีสไตล์

เหมาะสำหรับ: งานเลี้ยง, ประชุม, หรือวันทำงานที่ต้องการความเป็นทางการ

คำแนะนำในการดูแล: ซักมือหรือซักเครื่องโหมดถนอมผ้า / หลีกเลี่ยงการอบร้อน / รีดด้วยไฟอ่อน","KINS STUDIO Long-Sleeve Mandarin Collar Shirt – Deep Red

This regular-fit long-sleeve shirt from KINS STUDIO features a sophisticated and sleek design in a deep red hue. The standout mandarin collar adds a modern and stylish touch, making it ideal for formal or semi-formal occasions.

Material: Cotton blend – soft and comfortable

Color: Deep red

Fit: Regular fit

Collar: Mandarin collar

Pocket: None

Print: None

Highlight: Stylish mandarin collar

Ideal for: Parties, meetings, or formal workdays

Care Instructions: Hand wash or gentle machine wash / Avoid tumble drying / Iron on low heat","{""product_name"": ""KINS STUDIO Long-Sleeve Mandarin Collar Shirt – Deep Red"", ""brand"": ""KINS STUDIO"", ""category"": ""Men's Clothing"", ""type"": ""Shirt"", ""shirt_type"": ""Long-Sleeve Shirt"", ""style"": ""Formal / Semi-Formal"", ""color"": ""Deep red"", ""material"": ""Cotton blend"", ""features"": {""fit"": ""Regular"", ""collar"": ""Mandarin collar"", ""pocket"": ""None"", ""print"": ""None"", ""lightweight"": true, ""breathable"": true}, ""ideal_for"": [""Parties"", ""Meetings"", ""Formal workdays""], ""care_instructions"": [""Hand wash or gentle machine wash"", ""Avoid tumble drying"", ""Iron on low heat""], ""description"": ""Sophisticated long-sleeve shirt with a stylish mandarin collar, perfect for formal or semi-formal occasions.""}",Shirt,27
KINS STUDIO Beige Long-Sleeve Shirt,https://drive.google.com/uc?export=download&id=1sSFwAdkT21tjggRjeCdesBh6VXuSczbI,"เสื้อเชิ้ตแขนยาวสีเบจ จากแบรนด์ KINS STUDIO

เสื้อเชิ้ตแขนยาวทรงพอดีตัว มาพร้อมกับดีไซน์เรียบง่ายในโทนสีเบจอ่อน ให้ลุคที่ดูสุภาพและทันสมัย เหมาะสำหรับการสวมใส่ในโอกาสที่เป็นทางการหรือลำลอง เพิ่มความมีสไตล์ในทุกวันของคุณ

วัสดุ: ผ้าฝ้าย – สวมใส่สบาย ระบายอากาศได้ดี

สี: เบจ

ทรง: พอดีตัว

ปกเสื้อ: ปกเสื้อแบบแหลม

กระเป๋า: กระเป๋าหน้าอก 1 ช่อง

ลายพิมพ์: ไม่มีลาย

จุดเด่น: ดีไซน์เรียบง่ายและสุภาพ

เหมาะสำหรับ: ใส่ทำงาน, ออกงาน, หรือใส่ลำลองในวันสบายๆ

คำแนะนำในการดูแล: ซักเครื่องโหมดถนอมผ้า / หลีกเลี่ยงการอบร้อน / รีดด้วยไฟอ่อน","KINS STUDIO Beige Long-Sleeve Shirt

This long-sleeve shirt from KINS STUDIO features a simple and elegant design in a soft beige tone. With a tailored fit, it offers a sophisticated and modern look, perfect for both formal and casual occasions, adding style to your everyday wardrobe.

Material: Cotton – comfortable and breathable

Color: Beige

Fit: Regular fit

Collar: Point collar

Pocket: One chest pocket

Print: Solid

Highlight: Simple and elegant design

Ideal for: Work, formal events, or casual outings

Care Instructions: Machine wash on gentle cycle / Avoid tumble drying / Iron on low heat","{""product_name"": ""KINS STUDIO Beige Long-Sleeve Shirt"", ""brand"": ""KINS STUDIO"", ""category"": ""Men's Clothing"", ""type"": ""Shirt"", ""shirt_type"": ""Long-Sleeve Shirt"", ""style"": ""Formal / Casual"", ""color"": ""Beige"", ""material"": ""Cotton"", ""features"": {""fit"": ""Regular"", ""collar"": ""Point collar"", ""pocket"": ""One chest pocket"", ""print"": ""Solid"", ""lightweight"": true, ""breathable"": true}, ""ideal_for"": [""Work"", ""Formal events"", ""Casual outings""], ""care_instructions"": [""Machine wash on gentle cycle"", ""Avoid tumble drying"", ""Iron on low heat""], ""description"": ""This long-sleeve shirt from KINS STUDIO features a simple and elegant design in a soft beige tone, perfect for both formal and casual occasions.""}",Shirt,28
KINS STUDIO Light Blue Long-Sleeve Shirt,https://drive.google.com/uc?export=download&id=1cGWOI6kpXVZtmRd39X_kiCmp-qwaatMP,"เสื้อเชิ้ตแขนยาวสีฟ้าอ่อน จากแบรนด์ KINS STUDIO

เสื้อเชิ้ตแขนยาวทรงพอดีตัว ดีไซน์เรียบง่ายในโทนสีฟ้าอ่อน ให้ลุคที่ดูสะอาดและทันสมัย เหมาะสำหรับการสวมใส่ในโอกาสทางการหรือวันทำงานทั่วไป เพิ่มความเรียบหรูด้วยปกเสื้อแบบปกติและกระเป๋าหน้าอกหนึ่งช่อง

วัสดุ: ผ้าฝ้าย – สวมใส่สบาย ระบายอากาศได้ดี

สี: ฟ้าอ่อน

ทรง: พอดีตัว

ปกเสื้อ: ปกธรรมดา

กระเป๋า: กระเป๋าหน้าอก 1 ช่อง

ลายพิมพ์: ไม่มี (สีพื้น)

จุดเด่น: ดีไซน์เรียบง่ายและดูดี

เหมาะสำหรับ: การทำงาน, การประชุม, โอกาสทางการ

คำแนะนำในการดูแล: ซักเครื่องโหมดถนอมผ้า / รีดด้วยไฟปานกลาง / หลีกเลี่ยงการอบร้อน","KINS STUDIO Light Blue Long-Sleeve Shirt

This tailored-fit long-sleeve shirt from KINS STUDIO offers a clean and modern look in a soft light blue hue. Perfect for formal occasions or everyday office wear, it features a classic collar and a single chest pocket, adding a touch of elegance to your wardrobe.

Material: Cotton – comfortable and breathable

Color: Light blue

Fit: Tailored fit

Collar: Classic collar

Pocket: One chest pocket

Print: None (solid color)

Highlight: Simple and elegant design

Ideal for: Work, meetings, formal occasions

Care Instructions: Machine wash on gentle cycle / Iron on medium heat / Avoid tumble drying","{""product_name"": ""KINS STUDIO Light Blue Long-Sleeve Shirt"", ""brand"": ""KINS STUDIO"", ""category"": ""Men's Clothing"", ""type"": ""Shirt"", ""shirt_type"": ""Long-Sleeve Shirt"", ""style"": ""Formal"", ""color"": ""Light blue"", ""material"": ""Cotton"", ""features"": {""fit"": ""Tailored"", ""collar"": ""Classic collar"", ""pocket"": ""One chest pocket"", ""print"": ""None"", ""lightweight"": true, ""breathable"": true}, ""ideal_for"": [""Work"", ""Meetings"", ""Formal occasions""], ""care_instructions"": [""Machine wash on gentle cycle"", ""Iron on medium heat"", ""Avoid tumble drying""], ""description"": ""This tailored-fit long-sleeve shirt from KINS STUDIO offers a clean and modern look in a soft light blue hue, perfect for formal occasions or everyday office wear.""}",Shirt,29
KINS STUDIO White Long-Sleeve Shirt,https://drive.google.com/uc?export=download&id=1TWwoaOLBmv-JKt9fEZpIwzuqj9mEVvwf,"เสื้อเชิ้ตสีขาวแขนยาวจากแบรนด์ KINS STUDIO

เสื้อเชิ้ตแขนยาวทรงพอดีตัว ผลิตจากผ้าฝ้ายคุณภาพสูง ให้ความรู้สึกสบายและระบายอากาศดี มีดีไซน์ปกเสื้อแบบปกติและกระเป๋าหน้าอก 1 ช่อง เหมาะสำหรับการสวมใส่ในทุกโอกาส ไม่ว่าจะเป็นการทำงานหรือการออกงานที่ต้องการความเรียบหรู

วัสดุ: ผ้าฝ้าย – เนื้อผ้านุ่ม สวมใส่สบาย

สี: ขาว

ทรง: พอดีตัว

ปกเสื้อ: ปกธรรมดา

กระเป๋า: กระเป๋าหน้าอก 1 ช่อง

จุดเด่น: ดีไซน์เรียบง่ายและคลาสสิก

เหมาะสำหรับ: ใส่ทำงาน, ออกงาน, หรือใส่ในชีวิตประจำวัน

คำแนะนำในการดูแล: ซักเครื่องด้วยน้ำเย็น / หลีกเลี่ยงการใช้น้ำยาฟอกขาว / รีดด้วยไฟปานกลาง","KINS STUDIO White Long-Sleeve Shirt

This long-sleeve shirt from KINS STUDIO offers a classic and comfortable fit, crafted from high-quality cotton for a soft and breathable feel. Featuring a standard collar and one chest pocket, it is perfect for both work and formal occasions where a touch of elegance is needed.

Material: Cotton – soft and comfortable

Color: White

Fit: Regular fit

Collar: Standard collar

Pocket: One chest pocket

Highlight: Simple and classic design

Ideal for: Work, formal occasions, or everyday wear

Care Instructions: Machine wash cold / Avoid bleach / Iron on medium heat","{""product_name"": ""KINS STUDIO White Long-Sleeve Shirt"", ""brand"": ""KINS STUDIO"", ""category"": ""Men's Clothing"", ""type"": ""Shirt"", ""shirt_type"": ""Long-Sleeve Shirt"", ""style"": ""Formal / Casual"", ""color"": ""White"", ""material"": ""Cotton"", ""features"": {""fit"": ""Regular"", ""collar"": ""Standard collar"", ""pocket"": ""One chest pocket"", ""print"": ""Solid"", ""lightweight"": true, ""breathable"": true}, ""ideal_for"": [""Work"", ""Formal occasions"", ""Everyday wear""], ""care_instructions"": [""Machine wash cold"", ""Avoid bleach"", ""Iron on medium heat""], ""description"": ""This long-sleeve shirt from KINS STUDIO offers a classic and comfortable fit, crafted from high-quality cotton for a soft and breathable feel. Perfect for work and formal occasions.""}",Shirt,30
KINS STUDIO Black Paisley Print Hawaiian Shirt,https://drive.google.com/uc?export=download&id=10YZLFvEvEgCrW8LpaWO0C3vu1-4DLKXM,"เสื้อเชิ้ตลายเพสลีย์สีดำ จากแบรนด์ KINS STUDIO

เสื้อเชิ้ตแขนสั้นทรงฮาวาย ดีไซน์ลายเพสลีย์สุดคลาสสิคในโทนสีดำและขาว ตัดกับพื้นผ้าสีดำอย่างลงตัว ให้ความรู้สึกหรูหราและมีสไตล์ เหมาะสำหรับใส่ในโอกาสหลากหลาย ตั้งแต่วันทำงานไปจนถึงปาร์ตี้กลางคืน

วัสดุ: ผ้าฝ้าย – นุ่มสบาย ระบายอากาศดี

สี: ดำ (ลายเพสลีย์สีขาว)

ทรง: Oversized / Relaxed fit

ปกเสื้อ: ปกเปิดฮาวาย (Camp collar)

กระเป๋า: ไม่มี

จุดเด่น: ลายพิมพ์เพสลีย์คลาสสิค

เหมาะสำหรับ: ใส่ทำงาน, ปาร์ตี้, เที่ยวกลางคืน, หรือใส่สบายๆ ทุกวัน

คำแนะนำในการดูแล: ซักมือหรือซักเครื่องโหมดถนอมผ้า / หลีกเลี่ยงการอบร้อน / รีดด้วยไฟอ่อนด้านใน","KINS STUDIO Black Paisley Print Hawaiian Shirt

This relaxed-fit Hawaiian shirt from KINS STUDIO features a classic paisley print in black and white tones on a solid black background. Designed to exude elegance and style, it's perfect for a range of occasions from workdays to evening parties.

Material: Cotton – soft, comfortable, and breathable

Color: Black with white paisley print

Fit: Oversized / Relaxed fit

Collar: Camp collar (Hawaiian style)

Pocket: None

Highlight: Classic paisley print

Ideal for: Work, parties, night outings, or daily comfort

Care Instructions: Hand wash or gentle machine wash / Avoid tumble drying / Iron on low heat inside out","{""product_name"": ""KINS STUDIO Black Paisley Print Hawaiian Shirt"", ""brand"": ""KINS STUDIO"", ""category"": ""Men's Clothing"", ""type"": ""Shirt"", ""shirt_type"": ""Short-Sleeve Shirt"", ""style"": ""Hawaiian / Casual"", ""color"": ""Black with white paisley print"", ""material"": ""Cotton"", ""features"": {""fit"": ""Oversized"", ""collar"": ""Camp collar"", ""pocket"": ""None"", ""print"": ""Paisley"", ""lightweight"": true, ""breathable"": true}, ""ideal_for"": [""Work"", ""Parties"", ""Night outings"", ""Daily comfort""], ""care_instructions"": [""Hand wash or gentle machine wash"", ""Avoid tumble drying"", ""Iron on low heat inside out""], ""description"": ""This relaxed-fit Hawaiian shirt from KINS STUDIO features a classic paisley print in black and white tones on a solid black background. Designed to exude elegance and style, it's perfect for a range of occasions from workdays to evening parties.""}",Shirt,31
KINS STUDIO Black and White Paisley Hawaiian Shirt,https://drive.google.com/uc?export=download&id=11swIS6vKHwJvR2WtJMHbZyu1OTKGuEjx,"เสื้อเชิ้ตลายเพสลีย์สีขาวดำ จากแบรนด์ KINS STUDIO

เสื้อเชิ้ตแขนสั้นทรงฮาวาย ดีไซน์ลายเพสลีย์สุดคลาสสิกในโทนสีขาวดำ ให้ความรู้สึกเรียบง่ายแต่มีสไตล์ เหมาะสำหรับการใส่ในวันสบายๆ หรือออกเดินเล่นในเมือง

วัสดุ: ผ้าฝ้ายผสม – เนื้อเบาสบาย ระบายอากาศดี

สี: ขาวดำ (ลายเพสลีย์)

ทรง: Oversized / Relaxed fit

ปกเสื้อ: ปกเปิดฮาวาย (Camp collar)

กระเป๋า: ไม่มี

จุดเด่น: ลายพิมพ์เพสลีย์คลาสสิก

เหมาะสำหรับ: ใส่เดินเล่น, วันหยุด, หรือใส่สบายๆ ทุกวัน

คำแนะนำในการดูแล: ซักมือหรือซักเครื่องโหมดถนอมผ้า / หลีกเลี่ยงการอบร้อน / รีดด้วยไฟอ่อนด้านใน","KINS STUDIO Black and White Paisley Hawaiian Shirt

This relaxed-fit Hawaiian shirt from KINS STUDIO features a classic black and white paisley print. Designed to offer a simple yet stylish look, it's perfect for casual days or urban strolls.

Material: Cotton blend – lightweight and breathable

Color: Black and white (paisley print)

Fit: Oversized / Relaxed fit

Collar: Camp collar (Hawaiian style)

Pocket: None

Highlight: Classic paisley print

Ideal for: Casual outings, holidays, or everyday comfort

Care Instructions: Hand wash or gentle machine wash / Avoid tumble drying / Iron on low heat inside out","{""product_name"": ""KINS STUDIO Black and White Paisley Hawaiian Shirt"", ""brand"": ""KINS STUDIO"", ""category"": ""Men's Clothing"", ""type"": ""Shirt"", ""shirt_type"": ""Short-Sleeve Shirt"", ""style"": ""Hawaiian / Casual"", ""color"": ""Black and white paisley print"", ""material"": ""Cotton blend"", ""features"": {""fit"": ""Oversized"", ""collar"": ""Camp collar"", ""pocket"": ""None"", ""print"": ""Paisley"", ""lightweight"": true, ""breathable"": true}, ""ideal_for"": [""Casual outings"", ""Holidays"", ""Everyday comfort""], ""care_instructions"": [""Hand wash or gentle machine wash"", ""Avoid tumble drying"", ""Iron on low heat inside out""], ""description"": ""Relaxed-fit Hawaiian shirt with a classic black and white paisley print, perfect for casual days or urban strolls.""}",Shirt,32
